code,name_short,gender,function,country_code,country,nationality,height,weight,disciplines,events,birth_date,occupation,coach,influence,ritual,cluster
1532872,ALEKSANYAN A,Male,Athlete,ARM,Armenia,Armenia,0,0.0,['Wrestling'],"[""Men's Greco-Roman 97kg""]",,Athlete,"Gevorg Aleksanyan (ARM), father","His father, Gevorg Aleksanyan",,2
1532873,AMOYAN M,Male,Athlete,ARM,Armenia,Armenia,0,0.0,['Wrestling'],"[""Men's Greco-Roman 77kg""]",,,,,,2
1532874,GALSTYAN S,Male,Athlete,ARM,Armenia,Armenia,0,0.0,['Wrestling'],"[""Men's Greco-Roman 67kg""]",,,Personal: Martin Alekhanyan (ARM).<br>National: Armen Babalaryan (ARM),,,2
1532944,HARUTYUNYAN A,Male,Athlete,ARM,Armenia,Armenia,0,0.0,['Wrestling'],"[""Men's Freestyle 57kg""]",,Athlete,National: Habetnak Kurghinyan,,,2
1532945,TEVANYAN V,Male,Athlete,ARM,Armenia,Armenia,0,0.0,['Wrestling'],"[""Men's Freestyle 65kg""]",,Athlete,National: Habetnak Kurghinyan (ARM),,,2
1532951,ARENAS L,Female,Athlete,COL,Colombia,Colombia,162,0.0,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",,Athlete,Personal: Brent Vallance (AUS),,In competition she wears a ring or earrings her family gave her,2
1533112,McKENZIE A,Male,Athlete,JAM,Jamaica,Jamaica,0,0.0,['Judo'],['Men -60 kg'],,Athlete,Personal and National: Luke Preston (GBR),"""My coach Luke Preston. We've been a team for the last 12 years."" (Athlete, 25 Jun 2024)",,2
1533136,BASS BITTAYE GM,Female,Athlete,GAM,Gambia,Gambia,161,0.0,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",,"Athlete, police officer (sub-inspector)",Personal: Christophe Belliard (FRA),,,2
1533176,CAMARA E,Male,Athlete,GAM,Gambia,Gambia,178,0.0,['Athletics'],"[""Men's 100m""]",,"Athlete, prison officer",Personal: Christophe Belliard (FRA),"Momodou Lamin Kujabi, a former international athlete from The Gambia who was once his physical education teacher",,2
1533188,RUEDA SANTOS L,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Triathlon'],"[""Women's Individual""]",,Athlete,Personal: Eugenio Chimal (MEX),,,2
1533189,TAPIA VIDAL RM,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Triathlon'],"[""Women's Individual""]",,Athlete,Luis Miguel Chávez Rincón,,,2
1533190,GRAJALES C,Male,Athlete,MEX,Mexico,Mexico,0,0.0,['Triathlon'],"[""Men's Individual""]",,Athlete,Personal: Eugenio Chimal (MEX),,,2
1533208,MAAROUFOU H,Male,Athlete,COM,Comoros,Comoros,183,0.0,['Athletics'],"[""Men's 100m""]",,Athlete,Personal: Franck Ne (FRA),,,2
1533209,SAADI M,Female,Athlete,COM,Comoros,Comoros,0,0.0,['Swimming'],"[""Women's 50m Freestyle""]",,"Athlete, student",Personal: Marc-Olivier Froger,,,0
1533230,DIOSDADO N,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Artistic Swimming'],"['Team', 'Duet']",,"Athlete, sport soldier",National: Adriana Loftus (MEX),Her parents,,0
1533231,JIMENEZ J,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Artistic Swimming'],"['Team', 'Duet']",,"Athlete, sport soldier",National: Adriana Loftus (MEX),"Fictional boxer Rocky Balboa from the ""Rocky"" movie series. ""I saw the entire Rocky saga with my father, and I said, 'Wow. I want to do what he does, I want to be just as good’. I even told my parents that I wanted to be a boxer... Although I didn't go into boxing, the truth is that Rocky Balboa taught me to be someone, and I always think that if he went from street fights to being world champion, I could do something like that too."" (heraldodemexico.com.mx, 2 Aug 2021)",,0
1533232,SOBRINO J,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Artistic Swimming'],['Team'],,Athlete,National: Adriana Loftus (MEX),,,0
1533234,ALFEREZ R,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Artistic Swimming'],['Team'],,Athlete,National: Adriana Loftus (MEX),,,0
1533235,ARELLANO F,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Artistic Swimming'],['Team'],,"Athlete, student",National: Adriana Loftus (MEX),,,0
1533237,TOSCANO P,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Artistic Swimming'],['Team'],,"Athlete, sport soldier",National: Adriana Loftus (MEX),,,0
1533239,GONZALEZ I,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Artistic Swimming'],['Team'],,Athlete,National: Adriana Loftus (MEX),,,0
1533240,RODRIGUEZ S,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Artistic Swimming'],['Team'],,Athlete,National: Adriana Loftus (MEX),,,0
1533243,INZUNZA G,Female,Alternate Athlete,MEX,Mexico,Mexico,0,0.0,['Artistic Swimming'],['Team'],,,,,,0
1533245,SEHEN S,Male,Athlete,IRQ,Iraq,Iraq,0,0.0,['Judo'],['Men -81 kg'],,,,,,2
1533359,RUBAIAWI AAY,Male,Athlete,IRQ,Iraq,Iraq,0,0.0,['Weightlifting'],"[""Men's +102kg""]",,Athlete,,,,2
1533364,ISMAIL M,Male,Athlete,DJI,Djibouti,Djibouti,170,0.0,['Athletics'],"[""Men's 5000m""]",,"Athlete, sport soldier",Personal: Hussein Shibo (ETH),,,2
1533371,HASSAN I,Male,Athlete,DJI,Djibouti,Djibouti,170,0.0,['Athletics'],"[""Men's Marathon""]",,"Athlete, soldier with the Djiboutian Republican Guard",,,,2
1533372,WAISS A,Male,Athlete,DJI,Djibouti,Djibouti,170,0.0,['Athletics'],"[""Men's 5000m""]",,"Athlete, sport soldier",Personal: Hussein Shibo (ETH),,,2
1533374,HASSAN NOUR S,Female,Athlete,DJI,Djibouti,Djibouti,160,0.0,['Athletics'],"[""Women's 5000m""]",,"Athlete, sport soldier",Personal: Hussein Shibo (ETH),,,2
1533378,HOUSSEIN BARKAT H,Male,Athlete,DJI,Djibouti,Djibouti,0,0.0,['Swimming'],"[""Men's 50m Freestyle""]",,,,,,0
1535180,BARAT A,Male,Athlete,COM,Comoros,Comoros,0,0.0,['Canoe Slalom'],"[""Men's Kayak Single"", ""Men's Kayak Cross""]",,,Personal: Lukas Jacob,,,2
1535186,MARTINEZ RAMIREZ M,Male,Athlete,MEX,Mexico,Mexico,178,0.0,['Boxing'],"[""Men's 63.5kg""]",,,,,,2
1535187,VERDE ALVAREZ MA,Male,Athlete,MEX,Mexico,Mexico,180,0.0,['Boxing'],"[""Men's 71kg""]",,,Personal: Radames Hernandez (MEX),,,2
1535191,GONZALEZ A,Female,Athlete,MEX,Mexico,Mexico,158,0.0,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",,"Athlete, serves in the navy","Personal: Ignacio Zamudio (MEX), 1996 Olympian","Her mother and grandmother. ""I do race walking for them. I call them both mom."" (eleconomista.com.mx, 10 Mar 2021)",,2
1535195,LOPEZ JT,Male,Athlete,MEX,Mexico,Mexico,190,0.0,['Athletics'],"[""Men's 800m""]",,Athlete,Personal: Conrado Soto (MEX),His family,,2
1535199,PORTILLO E,Male,Athlete,MEX,Mexico,Mexico,190,0.0,['Athletics'],"[""Men's High Jump""]",,Athlete,Personal: Lazaro Paz (CUB),,,2
1535201,MUNOZ U,Male,Athlete,MEX,Mexico,Mexico,185,0.0,['Athletics'],"[""Men's Shot Put""]",,Athlete,Personal: Alejandro Laberdesque (CUB),,,2
1535202,del REAL D,Male,Athlete,MEX,Mexico,Mexico,185,0.0,['Athletics'],"[""Men's Hammer Throw""]",,Athlete,Personal: Alejandro Laberdesque (CUB),,,2
1535203,DOCTOR JL,Male,Athlete,MEX,Mexico,Mexico,175,0.0,['Athletics'],"[""Men's 20km Race Walk""]",,Athlete,"Personal: Raul Gonzalez (MEX), four-time Olympian and two-time 1984 Olympic race walk medallist",,,2
1535212,MORAN P,Female,Athlete,MEX,Mexico,Mexico,169,0.0,['Athletics'],"[""Women's 400m""]",,Athlete,Personal: Luis Montes Leon (MEX),,,2
1535214,GALVAN L,Female,Athlete,MEX,Mexico,Mexico,162,0.0,['Athletics'],"[""Women's 5000m""]",,Athlete,Personal: Cecilio Blancarte (MEX),,,2
1535216,CORTES AD,Female,Athlete,MEX,Mexico,Mexico,160,0.0,['Athletics'],"[""Women's 5000m""]",,Athlete,Personal: Martin Nunez (MEX),,,2
1535217,CRISTIAN MOSCOTE C,Female,Athlete,MEX,Mexico,Mexico,154,0.0,['Athletics'],"[""Women's Marathon""]",,Athlete,Personal: Cristobal Herrera (MEX),,,2
1535222,PALMA OLIVARES EJ,Male,Athlete,MEX,Mexico,Mexico,168,0.0,['Athletics'],['Marathon Race Walk Relay Mixed'],,"Athlete, entrepreneur","Personal: Adrian Palma (MEX), his brother",,,2
1535225,OETLING RAMIREZ E,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Sailing'],"[""Women's Dinghy""]",,"Athlete, business owner","Tania Elías Calles (MEX), four-time Olympian. Noel Guerra",,,2
1535226,AGUILAR CH P,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Sailing'],"[""Women's Windsurfing""]",,"Athlete, student",Personal: Marisa Chavez Peon,,,2
1535252,LECHUGA ALANIS K,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Rowing'],"[""Women's Single Sculls""]",,Armed Forces athlete,,,,1
1535260,LOPEZ GARCIA A,Male,Athlete,MEX,Mexico,Mexico,0,0.0,['Rowing'],"[""Lightweight Men's Double Sculls""]",,Athlete,,,,1
1535267,CARBALLO NIETO M,Male,Athlete,MEX,Mexico,Mexico,0,0.0,['Rowing'],"[""Lightweight Men's Double Sculls""]",,Athlete,,,,1
1535310,BLANCO L,Female,Athlete,COL,Colombia,Colombia,0,0.0,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",,"Athlete, student",Personal: Ashley Johnson (USA).<br>National: Diego Medina,,,2
1535343,WILLARS VALDEZ R,Male,Athlete,MEX,Mexico,Mexico,0,0.0,['Diving'],"[""Men's 10m Platform"", ""Men's Synchronised 10m Platform""]",,Armed forces athlete,Shi Qingying (CHN),,,2
1535345,BERLIN REYES K,Male,Athlete,MEX,Mexico,Mexico,0,0.0,['Diving'],"[""Men's 10m Platform"", ""Men's Synchronised 10m Platform""]",,Athlete,,,,2
1535346,OROZCO LOZA A,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Diving'],"[""Women's 10m Platform"", ""Women's Synchronised 10m Platform""]",,Armed forces athlete,,,,2
1535348,AGUNDEZ GARCIA G,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Diving'],"[""Women's 10m Platform"", ""Women's Synchronised 10m Platform""]",,Armed forces athlete,,,,2
1535349,OLVERA IBARRA O,Male,Athlete,MEX,Mexico,Mexico,0,0.0,['Diving'],"[""Men's 3m Springboard"", ""Men's Synchronised 3m Springboard""]",,,,,,2
1535350,GARZA PEREZ E,Male,Athlete,MEX,Mexico,Mexico,0,0.0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",,Athlete,,,,2
1535351,FERNANDEZ F,Male,Athlete,MEX,Mexico,Mexico,0,0.0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",,In 2004 he launched Grupo SIM which offers business services to small and medium-sized companies in Mexico,,,,2
1535354,de LARA OJEDA MA,Male,Athlete,MEX,Mexico,Mexico,0,0.0,['Swimming'],"[""Men's 100m Breaststroke"", ""Men's 200m Breaststroke""]",,,"Club: Sergio Lopez (ESP), since January 2023",,,0
1535356,MORENO A,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",,Athlete,Personal: Aldo Torres (MEX),Her parents,,2
1535357,SANDOVAL A,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",,Athlete,Personal: Jose Adrian Meza Padilla (MEX),"Her family, coach, partner ""and the people who have motivated me to be the best version of myself.” (intlgymnast.com, 12 Mar 2024)","When she is preparing for a competition, applying her makeup and combing her hair, she watches the film Hercules.  ""Once I’m ready I listen to music that makes me dance a little.” (intlgymnast.com)",2
1535358,FLORES S,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Rhythmic Gymnastics'],['Group All-Around'],,Athlete,National: Blajaith Aguilar (MEX),,,2
1535359,SALAZAR K,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Rhythmic Gymnastics'],['Group All-Around'],,Athlete,National: Blajaith Aguilar (MEX),,,2
1535360,TEJEDA A,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Rhythmic Gymnastics'],['Group All-Around'],,Athlete,National: Blajaith Aguilar (MEX),,,2
1535361,ALCOCER D,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Rhythmic Gymnastics'],['Group All-Around'],,Athlete,National: Blajaith Aguilar (MEX),,,2
1535362,GUTIERREZ J,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Rhythmic Gymnastics'],['Group All-Around'],,Athlete,National: Blajaith Aguilar (MEX),,,2
1535363,HERNANDEZ E,Male,Athlete,MEX,Mexico,Mexico,0,0.0,['Modern Pentathlon'],"[""Men's Individual""]",,,Swimming: Isaac Cortes (MEX).<br>Running: Juan Luis Barrios (MEX).<br>Riding: Gabriela Hernandez (MEX).<br>Shooting: Rosario Alvarez (MEX).<br>Sports psychologist: Claudia Rivas (MEX),,,3
1535364,CARRILLO D,Male,Athlete,MEX,Mexico,Mexico,0,0.0,['Modern Pentathlon'],"[""Men's Individual""]",,Armed Forces athlete,,,,3
1535365,OLIVER M,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Modern Pentathlon'],"[""Women's Individual""]",,,Club: Isaac Cortes Garcia (MEX),,,3
1535366,SANSORES C,Male,Athlete,MEX,Mexico,Mexico,0,0.0,['Taekwondo'],['Men +80kg'],,Athlete,National: Alfonso Victoria (MEX),,,2
1535367,SOUZA DP,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Taekwondo'],['Women -49kg'],,Military athlete,National: Abel Mendoza (MEX),,,2
1535368,CLELAND QUINONEZ A,Male,Athlete,MEX,Mexico,Mexico,0,0.0,['Surfing'],['Men'],,Athlete,Guillermo ‘Macaco’ Mendez (MEX),"Father Alan Sr, who once appeared on the cover of Surfer Magazine",,2
1535373,GRIGORIAN A,Male,Athlete,UAE,UA Emirates,UA Emirates,0,0.0,['Judo'],['Men -90 kg'],,Athlete,National: Victor Scvortov (MDA).</p><p>Victor Astakhov (RUS).<br>Dmitry Kletskov (RUS).<br>Rudolf Mikhailovich Baboyan (RUS).<br>Ervand Mgdsyan (RUS),,,2
1535374,KOSTOEV D,Male,Athlete,UAE,UA Emirates,UA Emirates,0,0.0,['Judo'],['Men -100 kg'],,Athlete,National: Victor Scvortov (MDA),,,2
1535375,MAGOMEDOMAROV M,Male,Athlete,UAE,UA Emirates,UA Emirates,0,0.0,['Judo'],['Men +100 kg'],,Athlete,National: Victor Scvortov (MDA),,,2
1535376,TATALASHVILI N,Male,Athlete,UAE,UA Emirates,UA Emirates,0,0.0,['Judo'],['Men -81 kg'],,,Victor Scvortov (MDA),His family,,2
1535383,BISHRELT K,Female,Athlete,UAE,UA Emirates,UA Emirates,0,0.0,['Judo'],['Women -52 kg'],,,National: Victor Scvortov (UAE/MDA)<br>Personal: Khishigbat Erdenet-Od (MGL),"Judoka Sumiya Dorjsuren (MGL), 2016 Olympic -57kg silver medallist, three-time world championship medallist (one gold, two bronze)",She is a Buddhist,2
1535385,HOUSSEIN A,Male,Athlete,DJI,Djibouti,Djibouti,0,0.0,['Judo'],['Men -73 kg'],,"Athlete, student",Michel Lebrun (FRA),"HIs coach, Michel Lebrun (FRA). ""He gave me the desire to compete and do as well as possible.""",,2
1535395,AL SAYEGH S,Female,Athlete,UAE,UA Emirates,UA Emirates,0,0.0,['Cycling Road'],"[""Women's Road Race""]",,"Athlete, student",,Her family,,4
1535420,VALENCIA A,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Archery'],"[""Women's Individual"", ""Women's Team"", 'Mixed Team']",,"Athlete, sport soldier",National/personal: Miguel Angel Flores (MEX),,,2
1535429,RUIZ A,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Archery'],"[""Women's Individual"", ""Women's Team""]",,"Athlete, student","National: Miguel Angel Flores (MEX).<br>Personal: Miguel Barcenas (MEX), Eduardo Magana (MEX)",,,2
1535430,GRANDE M,Male,Athlete,MEX,Mexico,Mexico,0,0.0,['Archery'],"[""Men's Individual"", ""Men's Team"", 'Mixed Team']",,"Athlete, student",National: David Alejandro Velez Sanchez (MEX),,,2
1535433,PRIETO M,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Cycling Road'],"[""Women's Road Race""]",,Athlete,,,,4
1535438,RAMIREZ RAMOS EI,Male,Athlete,MEX,Mexico,Mexico,0,0.0,['Shooting'],"['10m Air Rifle Men', '10m Air Rifle Mixed Team']",,"Athlete, student",Personal: Blas Ruiz (MEX),,,2
1535439,RODRIGUEZ G,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Shooting'],['Skeet Women'],,Athlete,"National: Ariel Mauricio Flores (MEX).<br>Personal: Pietro Genga (ITA), Javier Rodríguez (MEX) - her father","Her coach, Pietro Genga (ITA). ""He has taught me so much, and changed my whole approach to the sport. He made me believe in myself."" (Athlete, 1 Jul 2024)","""I believe a lot in energies and collaboration with the universe. I give thanks to God in advance for my future success."" (Athlete, 1 Jul 2024)",2
1535440,ZAVALA VAZQUEZ A,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women']",,Military athlete,Personal: Tania Estrella Perez Ramos (CUB),,,2
1535441,QUEZADA MARQUEZ C,Male,Athlete,MEX,Mexico,Mexico,0,0.0,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men']",,"Athlete, student","National: Pedro Acosta, Marcos Pulator.<br>Personal: Ruben Alexey Galardy de la Rosa (MEX)",His parents,,2
1535442,PENAFLOR MOYSEN AM,Male,Athlete,MEX,Mexico,Mexico,0,0.0,['Triathlon'],"[""Men's Individual""]",,Athlete,National: Luis Miguel Chávez Rincón (MEX),,,2
1535444,REINOSO S,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Canoe Slalom'],"[""Women's Kayak Single"", ""Women's Kayak Cross""]",,Athlete,,Her parents,,2
1535448,BRIONES FRAGOZA B,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",,Athlete,Elizabeth Orta (MEX),,,2
1535449,ALANIS MORALES K,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",,Athlete,,,,2
1535505,LINARES N,Female,Athlete,COL,Colombia,Colombia,171,0.0,['Athletics'],"[""Women's Long Jump""]",,"Athlete, student",Personal: Martin Suarez (COL),,,2
1535506,LONGA R,Male,Athlete,COL,Colombia,Colombia,183,0.0,['Athletics'],"[""Men's 100m""]",,Athlete,Personal: Jorge Benitez (COL),"Grandmother Carmen. “I do everything in her memory. She died in 2012 and I still remember that sad moment. Carmen lives in me. She has never left. All my victories will always be dedicated to her.” (eltiempo.com, 25 May 2023)",,2
1535511,RUIZ HURTADO FD,Female,Athlete,COL,Colombia,Colombia,175,0.0,['Athletics'],"[""Women's Javelin Throw""]",,Athlete,"Personal: Ramon Breto (CUB), Luis Carlos Lucumi (COL)",,,2
1535512,ORJUELA A,Female,Athlete,COL,Colombia,Colombia,158,0.0,['Athletics'],"[""Women's Marathon""]",,Athlete,Personal: Humberto Ramirez (COL),,,2
1535513,RENTERIA RENTERIA,Female,Athlete,COL,Colombia,Colombia,0,0.0,['Wrestling'],"[""Women's Freestyle 76kg""]",,,National: David Gutierrez (COL),,,2
1535514,VALDES PANA AP,Female,Athlete,COL,Colombia,Colombia,165,0.0,['Boxing'],"[""Women's 60kg""]",,,,,,2
1535522,ARBOLEDA MENDOZA V,Female,Athlete,COL,Colombia,Colombia,164,0.0,['Boxing'],"[""Women's 57kg""]",,Parks assistant,,,,2
1535524,BOLANOS LOPEZ V,Male,Athlete,COL,Colombia,Colombia,0,0.0,['Sailing'],"[""Men's Kite""]",,,Quentin Prevout (BEL),,,2
1535609,ABDOLI S,Male,Athlete,IRI,IR Iran,IR Iran,0,0.0,['Swimming'],"[""Men's 100m Freestyle""]",,Athlete,,,,0
1535660,SIMWAKA A,Female,Athlete,MAW,Malawi,Malawi,168,0.0,['Athletics'],"[""Women's 100m""]",,"Athlete, soldier",Personal: Pachisi Nyasulu,,,2
1535693,AL MARZOOQI OAA,Male,Athlete,UAE,UA Emirates,UA Emirates,0,0.0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",,,"Abdelaziz Al Marzooqi (UAE), his father",His father,,2
1535729,SERRANO F,Male,Athlete,ARG,Argentina,Argentina,0,0.0,['Modern Pentathlon'],"[""Men's Individual""]",,Sports soldier in the Argentine Army,,His family,,3
1535766,KUMEL SAADI,Male,Athlete,IRQ,Iraq,Iraq,191,0.0,['Football'],['Men'],,Athlete,National: Radhi Shenaishil (IRQ),,,2
1535776,JOSEF AL IMAM,Male,Athlete,IRQ,Iraq,Iraq,182,0.0,['Football'],['Men'],,Athlete,National: Radhi Shenaishil (IRQ),,,2
1535804,MUNTADHER ABDULAM,Male,Athlete,IRQ,Iraq,Iraq,165,0.0,['Football'],['Men'],,Athlete,National: Radhi Shenaishil (IRQ),,,2
1535805,MUNTADHER MOHAMMED,Male,Athlete,IRQ,Iraq,Iraq,170,0.0,['Football'],['Men'],,Athlete,National: Radhi Shenaishil (IRQ),,,2
1535852,MAEDER M,Male,Athlete,SGP,Singapore,Singapore,0,0.0,['Sailing'],"[""Men's Kite""]",,Athlete,"Jonny Dolenc (CRO), father of Croatian sailor Martin Dolenc",,Before competition he listens to ‘Stardust Crusaders’ theme from JoJo's Bizarre Adventure (manga). During a race he has Vivaldi's 'The Four Seasons' in his head,2
1535853,LO R,Male,Athlete,SGP,Singapore,Singapore,0,0.0,['Sailing'],"[""Men's Dinghy""]",,"Athlete, student",,,,2
1535854,SIM EYL,Female,Athlete,SGP,Singapore,Singapore,0,0.0,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 200m Breaststroke"", ""Women's 4 x 100m Medley Relay""]",,"Athlete, student",Personal: Gustavo Schirru (BRA).<br>National: Gary Tan (SGP),,,0
1535856,TAN JEJ,Male,Athlete,SGP,Singapore,Singapore,0,0.0,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 50m Freestyle""]",,"Athlete, student",Club: Dan Schemmel (USA) - Stanford University.<br>National: Gary Tan (SGP),,,0
1535858,PEREIRA VS,Female,Athlete,SGP,Singapore,Singapore,164,0.0,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",,Athlete,Luis Cunha,Her sister Valerie,"Unlike many athletes who steer clear of social media during major competitions to avoid distractions and negative messages, she sees it differently. </p><p>""I enjoy social media, I like using it…my TikTok algorithm is nothing about track! For me, it's a way of relaxing, in a way. The things I like to watch are organising videos, packing videos, makeup, beauty, fashion; that kind of relaxes me. I find ways to make social media positive for myself."" (olympics.com, 5 Oct 2023)",2
1535910,ZAID TAHSEEN,Male,Athlete,IRQ,Iraq,Iraq,187,0.0,['Football'],['Men'],,Athlete,National: Radhi Shenaishil (IRQ),,,2
1535913,HUSSEIN AMER,Male,Athlete,IRQ,Iraq,Iraq,182,0.0,['Football'],['Men'],,,,,,2
1535914,ANAK LISES BR,Male,Athlete,MAS,Malaysia,Malaysia,0,0.0,['Diving'],"[""Men's 10m Platform""]",,,,,,2
1535916,HUSSEIN LAWEND,Male,Athlete,IRQ,Iraq,Iraq,180,0.0,['Football'],['Men'],,Athlete,Club: Ahmed Salah (IRQ).<br>National: Radhi Shenaishil (IRQ),,,2
1535918,WONG GJ,Male,Athlete,MAS,Malaysia,Malaysia,0,0.0,['Shooting'],['10m Air Pistol Men'],,Shooting range manager,National: Mohd Firdaus Abdul Rahim (MAS),"His grandfather. ""He inspired me to excel in sports and represent the country at Olympic and continental Games."" (Athlete, 11 May 2024)",Prays before competition,2
1535925,MOHAMAD ZUBIR NA,Female,Athlete,MAS,Malaysia,Malaysia,0,0.0,['Cycling Road'],"[""Women's Road Race""]",,Athlete,,,,4
1535926,MOHAMAD LATIF NS,Female,Athlete,MAS,Malaysia,Malaysia,0,0.0,['Sailing'],"[""Women's Dinghy""]",,Athlete,Club: Mohd Hafizi Roslee (MAS),,,2
1535927,ALI JASIM,Male,Athlete,IRQ,Iraq,Iraq,178,0.0,['Football'],['Men'],,Athlete,National: Radhi Shenaishil (IRQ),,,2
1535928,KARRAR SAAD,Male,Athlete,IRQ,Iraq,Iraq,176,0.0,['Football'],['Men'],,Athlete,National: Radhi Shenaishil (IRQ),,,2
1535929,KARRAR MOHAMMED,Male,Athlete,IRQ,Iraq,Iraq,183,0.0,['Football'],['Men'],,Athlete,National: Radhi Shenaishil (IRQ),,,2
1535930,NIHAD MOHAMMED,Male,Athlete,IRQ,Iraq,Iraq,177,0.0,['Football'],['Men'],,Athlete,National: Radhi Shenaishil (IRQ),,,2
1535959,DOUA C,Male,Athlete,MTN,Mauritania,Mauritania,0,0.0,['Swimming'],"[""Men's 50m Freestyle""]",,Athlete,"Personal: Gregory Mallet (FRA) - two-time Olympic silver medallist (2008, 2012)",,,0
1535993,CHEW C,Female,Athlete,SGP,Singapore,Singapore,0,0.0,['Equestrian'],['Dressage Individual'],,"Athlete, lawyer",Matthew Frost (GBR),Her family,,2
1536032,HERNANDEZ FLORES M,Female,Athlete,MEX,Mexico,Mexico,149,0.0,['Athletics'],"[""Women's Marathon""]",,"Athlete, administrator, assistant coach",Personal: Rafael Martinez (MEX),,,2
1536045,SALIMI A,Male,Athlete,IRI,IR Iran,IR Iran,0,0.0,['Taekwondo'],['Men +80kg'],,Athlete,National: Majid Aflaki,,,2
1536058,BARKHORDARI M,Male,Athlete,IRI,IR Iran,IR Iran,0,0.0,['Taekwondo'],['Men -80kg'],,Athlete,,,,2
1536064,NEMATZADEH M,Female,Athlete,IRI,IR Iran,IR Iran,0,0.0,['Taekwondo'],['Women -49kg'],,,National: Minoo Maddah (IRI),,,2
1536067,KIYANICHANDEH N,Female,Athlete,IRI,IR Iran,IR Iran,0,0.0,['Taekwondo'],['Women -57kg'],,Athlete,National: Minoo Maddah (IRI),"She attributes much of her recent success to national women's coach Minoo Madah, who was appointed in April 2022. ""She helped me mentally a lot. She helped me to believe in myself and showed me that you can reach everything.” (taekwondo.ir, 14 July 2023)",,2
1536157,MPALI A,Male,Athlete,GAB,Gabon,Gabon,0,0.0,['Swimming'],"[""Men's 50m Freestyle""]",,,,,,0
1536175,AMISON NZ,Female,Athlete,DJI,Djibouti,Djibouti,0,0.0,['Swimming'],"[""Women's 50m Freestyle""]",,Athlete,,,,0
1536184,STREHLKE DELGADO P,Male,Athlete,MEX,Mexico,Mexico,0,0.0,['Marathon Swimming'],"[""Men's 10km""]",,,Personal: Joel Rodriguez,,,0
1536190,SANDOVAL AYALA M,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Marathon Swimming'],"[""Women's 10km""]",,,Club: Paulo Salas (MEX),,,0
1536196,ESTUDILLO TORRES A,Female,Athlete,MEX,Mexico,Mexico,0,0.0,['Diving'],"[""Women's 3m Springboard""]",,,,,,2
